gameNumber,result,type,Color,expe
20241116100051280,5,Big,green,pink
20241116100051279,2,Small,red,a
20241116100051278,6,Big,red,a
20241116100051277,4,Small,red,a
20241116100051276,8,Big,red,a
20241116100051275,4,Small,red,a
20241116100051274,4,Small,red,a
20241116100051273,9,Big,green,a
20241116100051272,2,Small,red,a
20241116100051271,9,Big,green,a
20241116100051270,3,Small,green,a
20241116100051269,6,Big,red,a
20241116100051268,1,Small,green,a
20241116100051267,4,Small,red,a
20241116100051266,6,Big,red,a
20241116100051265,4,Small,red,a
20241116100051264,7,Big,green,a
20241116100051263,1,Small,green,a
20241116100051262,1,Small,green,a
20241116100051261,6,Big,red,a
20241116100051260,9,Big,green,a
20241116100051259,4,Small,red,a
20241116100051258,7,Big,green,a
20241116100051257,8,Big,red,a
20241116100051256,4,Small,red,a
20241116100051255,7,Big,green,a
20241116100051254,8,Big,red,a
20241116100051253,5,Big,green,pink
20241116100051252,8,Big,red,a
20241116100051251,1,Small,green,a
20241116100051250,7,Big,green,a
20241116100051249,3,Small,green,a
20241116100051248,8,Big,red,a
20241116100051247,8,Big,red,a
20241116100051246,8,Big,red,a
20241116100051245,4,Small,red,a
20241116100051244,4,Small,red,a
20241116100051243,7,Big,green,a
20241116100051242,6,Big,red,a
20241116100051241,2,Small,red,a
20241116100051240,4,Small,red,a
20241116100051239,1,Small,green,a
20241116100051238,4,Small,red,a
20241116100051237,4,Small,red,a
20241116100051236,5,Big,green,pink
20241116100051235,3,Small,green,a
20241116100051224,5,Big,green,pink
20241116100051223,3,Small,green,a
20241116100051222,5,Big,green,pink
20241116100051221,6,Big,red,a
20241116100051220,9,Big,green,a
20241116100051219,6,Big,red,a
20241116100051218,1,Small,green,a
20241116100051217,5,Big,green,pink
20241116100051216,3,Small,green,a
20241116100051215,3,Small,green,a
20241116100051234,1,Small,green,a
20241116100051233,5,Big,green,pink
20241116100051232,9,Big,green,a
20241116100051231,6,Big,red,a
20241116100051230,3,Small,green,a
20241116100051229,0,Small,red,pink
20241116100051228,1,Small,green,a
20241116100051227,1,Small,green,a
20241116100051226,0,Small,red,pink
20241116100051225,6,Big,red,a
20241116100051204,0,Small,red,pink
20241116100051203,2,Small,red,a
20241116100051202,8,Big,red,a
20241116100051201,1,Small,green,a
20241116100051200,5,Big,green,pink
20241116100051199,8,Big,red,a
20241116100051198,2,Small,red,a
20241116100051197,5,Big,green,pink
20241116100051196,2,Small,red,a
20241116100051195,9,Big,green,a
20241116100051194,8,Big,red,a
20241116100051193,6,Big,red,a
20241116100051192,6,Big,red,a
20241116100051191,2,Small,red,a
20241116100051190,9,Big,green,a
20241116100051189,7,Big,green,a
20241116100051188,8,Big,red,a
20241116100051187,2,Small,red,a
20241116100051186,8,Big,red,a
20241116100051185,3,Small,green,a
20241116100051184,2,Small,red,a
20241116100051183,7,Big,green,a
20241116100051182,5,Big,green,pink
20241116100051181,5,Big,green,pink
20241116100051180,5,Big,green,pink
20241116100051179,1,Small,green,a
20241116100051178,0,Small,red,pink
20241116100051177,8,Big,red,a
20241116100051176,4,Small,red,a
20241116100051175,3,Small,green,a
20241116100051174,4,Small,red,a
20241116100051173,1,Small,green,a
20241116100051172,1,Small,green,a
20241116100051171,5,Big,green,pink
20241116100051170,3,Small,green,a
20241116100051169,6,Big,red,a
20241116100051168,4,Small,red,a
20241116100051167,3,Small,green,a
20241116100051166,0,Small,red,pink
20241116100051165,4,Small,red,a
20241116100051164,1,Small,green,a
20241116100051163,3,Small,green,a
20241116100051162,3,Small,green,a
20241116100051161,2,Small,red,a
20241116100051160,4,Small,red,a
20241116100051159,4,Small,red,a
20241116100051158,5,Big,green,pink
20241116100051157,5,Big,green,pink
20241116100051156,8,Big,red,a
20241116100051155,1,Small,green,a
20241116100051154,5,Big,green,pink
20241116100051153,2,Small,red,a
20241116100051152,3,Small,green,a
20241116100051151,8,Big,red,a
20241116100051150,5,Big,green,pink
20241116100051149,2,Small,red,a
20241116100051148,4,Small,red,a
20241116100051147,0,Small,red,pink
20241116100051146,4,Small,red,a
20241116100051145,8,Big,red,a
20241116100051144,3,Small,green,a
20241116100051143,9,Big,green,a
20241116100051142,9,Big,green,a
20241116100051141,3,Small,green,a
20241116100051140,1,Small,green,a
20241116100051139,1,Small,green,a
20241116100051138,5,Big,green,pink
20241116100051137,8,Big,red,a
20241116100051136,4,Small,red,a
20241116100051135,3,Small,green,a
20241116100051134,6,Big,red,a
20241116100051133,0,Small,red,pink
20241116100051132,8,Big,red,a
20241116100051131,7,Big,green,a
20241116100051130,6,Big,red,a
20241116100051129,7,Big,green,a
20241116100051128,4,Small,red,a
20241116100051127,8,Big,red,a
20241116100051126,6,Big,red,a
20241116100051125,4,Small,red,a
20241116100051124,5,Big,green,pink
20241116100051123,3,Small,green,a
20241116100051122,0,Small,red,pink
20241116100051121,5,Big,green,pink
20241116100051120,8,Big,red,a
20241116100051119,3,Small,green,a
20241116100051118,0,Small,red,pink
20241116100051117,9,Big,green,a
20241116100051116,9,Big,green,a
20241116100051115,1,Small,green,a
20241116100051114,6,Big,red,a
20241116100051113,7,Big,green,a
20241116100051112,6,Big,red,a
20241116100051111,0,Small,red,pink
20241116100051110,3,Small,green,a
20241116100051109,6,Big,red,a
20241116100051108,7,Big,green,a
20241116100051107,8,Big,red,a
20241116100051106,9,Big,green,a
20241116100051105,7,Big,green,a
20241116100051094,7,Big,green,a
20241116100051093,2,Small,red,a
20241116100051092,2,Small,red,a
20241116100051091,8,Big,red,a
20241116100051090,1,Small,green,a
20241116100051089,9,Big,green,a
20241116100051088,4,Small,red,a
20241116100051087,8,Big,red,a
20241116100051086,4,Small,red,a
20241116100051085,2,Small,red,a
20241116100051084,7,Big,green,a
20241116100051083,2,Small,red,a
20241116100051082,5,Big,green,pink
20241116100051081,5,Big,green,pink
20241116100051080,8,Big,red,a
20241116100051079,3,Small,green,a
20241116100051078,8,Big,red,a
20241116100051077,8,Big,red,a
20241116100051076,3,Small,green,a
20241116100051075,7,Big,green,a
20241116100051074,4,Small,red,a
20241116100051073,6,Big,red,a
20241116100051072,3,Small,green,a
20241116100051071,2,Small,red,a
20241116100051070,2,Small,red,a
20241116100051069,7,Big,green,a
20241116100051068,7,Big,green,a
20241116100051067,0,Small,red,pink
20241116100051066,6,Big,red,a
20241116100051065,2,Small,red,a
20241116100051064,1,Small,green,a
20241116100051063,6,Big,red,a
20241116100051062,4,Small,red,a
20241116100051061,2,Small,red,a
20241116100051060,9,Big,green,a
20241116100051059,1,Small,green,a
20241116100051058,4,Small,red,a
20241116100051057,9,Big,green,a
20241116100051056,4,Small,red,a
20241116100051045,7,Big,green,a
20241116100051044,3,Small,green,a
20241116100051043,2,Small,red,a
20241116100051042,5,Big,green,pink
20241116100051041,5,Big,green,pink
20241116100051040,7,Big,green,a
20241116100051039,8,Big,red,a
20241116100051038,9,Big,green,a
20241116100051037,1,Small,green,a
20241116100051036,5,Big,green,pink
20241116100051035,5,Big,green,pink
20241116100051034,3,Small,green,a
20241116100051033,0,Small,red,pink
20241116100051032,3,Small,green,a
20241116100051031,3,Small,green,a
20241116100051030,3,Small,green,a
20241116100051029,0,Small,red,pink
20241116100051028,7,Big,green,a
20241116100051027,5,Big,green,pink
20241116100051026,3,Small,green,a
20241116100051025,3,Small,green,a
20241116100051024,1,Small,green,a
20241116100051023,4,Small,red,a
20241116100051022,3,Small,green,a
20241116100051021,4,Small,red,a
20241116100051020,2,Small,red,a
20241116100051019,0,Small,red,pink
20241116100051018,5,Big,green,pink
20241116100051017,7,Big,green,a
20241116100051016,3,Small,green,a
20241116100051015,2,Small,red,a
20241116100051014,5,Big,green,pink
20241116100051013,7,Big,green,a
20241116100051012,6,Big,red,a
20241116100051011,3,Small,green,a
20241116100051010,9,Big,green,a
20241116100051009,2,Small,red,a
20241116100051008,3,Small,green,a
20241116100051007,2,Small,red,a
20241116100051006,3,Small,green,a
20241116100051005,6,Big,red,a
20241116100051004,6,Big,red,a
20241116100051003,2,Small,red,a
20241116100051002,6,Big,red,a
20241116100051001,5,Big,green,pink
20241116100051000,2,Small,red,a
20241116100050999,7,Big,green,a
20241116100050998,9,Big,green,a
20241116100050997,0,Small,red,pink
20241116100050996,8,Big,red,a
20241116100050995,4,Small,red,a
20241116100050994,6,Big,red,a
20241116100050993,7,Big,green,a
20241116100050992,5,Big,green,pink
20241116100050991,9,Big,green,a
20241116100050990,8,Big,red,a
20241116100050989,8,Big,red,a
20241116100050988,3,Small,green,a
20241116100050987,5,Big,green,pink
20241116100050986,3,Small,green,a
20241116100050985,2,Small,red,a
20241116100050984,9,Big,green,a
20241116100050983,0,Small,red,pink
20241116100050982,8,Big,red,a
20241116100050981,5,Big,green,pink
20241116100050980,5,Big,green,pink
20241116100050979,6,Big,red,a
20241116100050978,6,Big,red,a
20241116100050977,2,Small,red,a
20241116100050976,2,Small,red,a
20241116100050965,4,Small,red,a
20241116100050964,9,Big,green,a
20241116100050963,9,Big,green,a
20241116100050962,1,Small,green,a
20241116100050961,3,Small,green,a
20241116100050960,5,Big,green,pink
20241116100050959,5,Big,green,pink
20241116100050958,8,Big,red,a
20241116100050957,3,Small,green,a
20241116100050956,9,Big,green,a
20241116100050955,7,Big,green,a
20241116100050954,9,Big,green,a
20241116100050953,1,Small,green,a
20241116100050952,8,Big,red,a
20241116100050951,5,Big,green,pink
20241116100050950,8,Big,red,a
20241116100050949,6,Big,red,a
20241116100050948,8,Big,red,a
20241116100050947,0,Small,red,pink
20241116100050946,2,Small,red,a
20241116100050945,2,Small,red,a
20241116100050944,1,Small,green,a
20241116100050943,6,Big,red,a
20241116100050942,8,Big,red,a
20241116100050941,7,Big,green,a
20241116100050940,9,Big,green,a
20241116100050939,9,Big,green,a
20241116100050938,6,Big,red,a
20241116100050937,4,Small,red,a
20241116100050936,6,Big,red,a
20241116100050925,2,Small,red,a
20241116100050924,1,Small,green,a
20241116100050923,9,Big,green,a
20241116100050922,6,Big,red,a
20241116100050921,7,Big,green,a
20241116100050920,4,Small,red,a
20241116100050919,3,Small,green,a
20241116100050918,0,Small,red,pink
20241116100050917,2,Small,red,a
20241116100050916,7,Big,green,a
20241116100050915,8,Big,red,a
20241116100050914,5,Big,green,pink
20241116100050913,0,Small,red,pink
20241116100050912,7,Big,green,a
20241116100050911,1,Small,green,a
20241116100050910,0,Small,red,pink
20241116100050909,8,Big,red,a
20241116100050908,9,Big,green,a
20241116100050907,6,Big,red,a
20241116100050906,3,Small,green,a
20241116100050905,5,Big,green,pink
20241116100050904,0,Small,red,pink
20241116100050903,7,Big,green,a
20241116100050902,9,Big,green,a
20241116100050901,0,Small,red,pink
20241116100050900,3,Small,green,a
20241116100050899,0,Small,red,pink
20241116100050898,3,Small,green,a
20241116100050897,5,Big,green,pink
20241116100050896,1,Small,green,a
20241116100050895,9,Big,green,a
20241116100050894,1,Small,green,a
20241116100050893,6,Big,red,a
20241116100050892,7,Big,green,a
20241116100050891,1,Small,green,a
20241116100050890,7,Big,green,a
20241116100050889,9,Big,green,a
20241116100050888,6,Big,red,a
20241116100050887,5,Big,green,pink
20241116100050886,4,Small,red,a
20241116100050885,8,Big,red,a
20241116100050884,0,Small,red,pink
20241116100050883,3,Small,green,a
20241116100050882,7,Big,green,a
20241116100050881,6,Big,red,a
20241116100050880,2,Small,red,a
20241116100050879,8,Big,red,a
20241116100050878,7,Big,green,a
20241116100050877,6,Big,red,a
20241116100050876,0,Small,red,pink
20241116100050875,4,Small,red,a
20241116100050874,8,Big,red,a
20241116100050873,2,Small,red,a
20241116100050872,8,Big,red,a
20241116100050871,8,Big,red,a
20241116100050870,7,Big,green,a
20241116100050869,0,Small,red,pink
20241116100050868,9,Big,green,a
20241116100050867,3,Small,green,a
20241116100050866,3,Small,green,a
20241116100050865,2,Small,red,a
20241116100050864,0,Small,red,pink
20241116100050863,4,Small,red,a
20241116100050862,0,Small,red,pink
20241116100050861,9,Big,green,a
20241116100050860,7,Big,green,a
20241116100050859,3,Small,green,a
20241116100050858,8,Big,red,a
20241116100050857,7,Big,green,a
20241116100050856,4,Small,red,a
20241116100050855,1,Small,green,a
20241116100050854,8,Big,red,a
20241116100050853,3,Small,green,a
20241116100050852,6,Big,red,a
20241116100050851,0,Small,red,pink
20241116100050850,7,Big,green,a
20241116100050849,4,Small,red,a
20241116100050848,7,Big,green,a
20241116100050847,2,Small,red,a
20241116100050846,7,Big,green,a
20241116100050845,5,Big,green,pink
20241116100050844,4,Small,red,a
20241116100050843,5,Big,green,pink
20241116100050842,2,Small,red,a
20241116100050841,4,Small,red,a
20241116100050840,3,Small,green,a
20241116100050839,4,Small,red,a
20241116100050838,2,Small,red,a
20241116100050837,4,Small,red,a
20241116100050836,8,Big,red,a
20241116100050835,4,Small,red,a
20241116100050834,9,Big,green,a
20241116100050833,8,Big,red,a
20241116100050832,0,Small,red,pink
20241116100050831,8,Big,red,a
20241116100050830,3,Small,green,a
20241116100050829,4,Small,red,a
20241116100050828,4,Small,red,a
20241116100050827,1,Small,green,a
20241116100050826,9,Big,green,a
20241116100050815,2,Small,red,a
20241116100050814,0,Small,red,pink
20241116100050813,8,Big,red,a
20241116100050812,1,Small,green,a
20241116100050811,0,Small,red,pink
20241116100050810,7,Big,green,a
20241116100050809,2,Small,red,a
20241116100050808,1,Small,green,a
20241116100050807,7,Big,green,a
20241116100050806,4,Small,red,a
20241116100050805,2,Small,red,a
20241116100050804,0,Small,red,pink
20241116100050803,2,Small,red,a
20241116100050802,0,Small,red,pink
20241116100050801,9,Big,green,a
20241116100050800,8,Big,red,a
20241116100050799,5,Big,green,pink
20241116100050798,2,Small,red,a
20241116100050797,5,Big,green,pink
20241116100050796,5,Big,green,pink
20241116100050795,8,Big,red,a
20241116100050794,5,Big,green,pink
20241116100050793,2,Small,red,a
20241116100050792,0,Small,red,pink
20241116100050791,0,Small,red,pink
20241116100050790,6,Big,red,a
20241116100050789,5,Big,green,pink
20241116100050788,4,Small,red,a
20241116100050787,3,Small,green,a
20241116100050786,1,Small,green,a
20241116100050785,4,Small,red,a
20241116100050784,6,Big,red,a
20241116100050783,7,Big,green,a
20241116100050782,9,Big,green,a
20241116100050781,3,Small,green,a
20241116100050780,0,Small,red,pink
20241116100050779,9,Big,green,a
20241116100050778,9,Big,green,a
20241116100050777,1,Small,green,a
20241116100050776,1,Small,green,a
20241116100050775,4,Small,red,a
20241116100050774,8,Big,red,a
20241116100050773,3,Small,green,a
20241116100050772,2,Small,red,a
20241116100050771,1,Small,green,a
20241116100050770,5,Big,green,pink
20241116100050769,6,Big,red,a
20241116100050768,1,Small,green,a
20241116100050767,8,Big,red,a
20241116100050766,2,Small,red,a
20241116100050765,7,Big,green,a
20241116100050764,2,Small,red,a
20241116100050763,9,Big,green,a
20241116100050762,2,Small,red,a
20241116100050761,8,Big,red,a
20241116100050760,2,Small,red,a
20241116100050759,3,Small,green,a
20241116100050758,0,Small,red,pink
20241116100050757,0,Small,red,pink
20241116100050746,8,Big,red,a
20241116100050745,2,Small,red,a
20241116100050744,3,Small,green,a
20241116100050743,2,Small,red,a
20241116100050742,3,Small,green,a
20241116100050741,9,Big,green,a
20241116100050740,8,Big,red,a
20241116100050739,4,Small,red,a
20241116100050738,5,Big,green,pink
20241116100050737,3,Small,green,a
20241116100050736,3,Small,green,a
20241116100050735,8,Big,red,a
20241116100050734,1,Small,green,a
20241116100050733,5,Big,green,pink
20241116100050732,0,Small,red,pink
20241116100050731,1,Small,green,a
20241116100050730,9,Big,green,a
20241116100050729,5,Big,green,pink
20241116100050728,0,Small,red,pink
20241116100050727,3,Small,green,a
20241116100050726,4,Small,red,a
20241116100050725,5,Big,green,pink
20241116100050724,4,Small,red,a
20241116100050723,4,Small,red,a
20241116100050722,4,Small,red,a
20241116100050721,7,Big,green,a
20241116100050720,5,Big,green,pink
20241116100050719,4,Small,red,a
20241116100050718,8,Big,red,a
20241116100050717,2,Small,red,a
20241116100050716,3,Small,green,a
20241116100050715,3,Small,green,a
20241116100050714,5,Big,green,pink
20241116100050713,7,Big,green,a
20241116100050712,5,Big,green,pink
20241116100050711,3,Small,green,a
20241116100050710,8,Big,red,a
20241116100050709,9,Big,green,a
20241116100050708,3,Small,green,a
20241116100050707,4,Small,red,a
20241116100050706,0,Small,red,pink
20241116100050705,6,Big,red,a
20241116100050704,0,Small,red,pink
20241116100050703,3,Small,green,a
20241116100050702,0,Small,red,pink
20241116100050701,1,Small,green,a
20241116100050700,6,Big,red,a
20241116100050699,3,Small,green,a
20241116100050698,5,Big,green,pink
20241116100050697,8,Big,red,a
20241116100050686,2,Small,red,a
20241116100050685,1,Small,green,a
20241116100050684,8,Big,red,a
20241116100050683,4,Small,red,a
20241116100050682,5,Big,green,pink
20241116100050681,4,Small,red,a
20241116100050680,1,Small,green,a
20241116100050679,5,Big,green,pink
20241116100050678,6,Big,red,a
20241116100050677,5,Big,green,pink
20241116100050676,6,Big,red,a
20241116100050675,1,Small,green,a
20241116100050674,6,Big,red,a
20241116100050673,6,Big,red,a
20241116100050672,8,Big,red,a
20241116100050671,0,Small,red,pink
20241116100050670,3,Small,green,a
20241116100050669,5,Big,green,pink
20241116100050668,1,Small,green,a
20241116100050667,5,Big,green,pink
20241116100050666,6,Big,red,a
20241116100050665,7,Big,green,a
20241116100050664,8,Big,red,a
20241116100050663,7,Big,green,a
20241116100050662,2,Small,red,a
20241116100050661,3,Small,green,a
20241116100050660,7,Big,green,a
20241116100050659,3,Small,green,a
20241116100050658,5,Big,green,pink
20241116100050657,9,Big,green,a
20241116100050656,6,Big,red,a
20241116100050655,4,Small,red,a
20241116100050654,5,Big,green,pink
20241116100050653,5,Big,green,pink
20241116100050652,3,Small,green,a
20241116100050651,0,Small,red,pink
20241116100050650,6,Big,red,a
20241116100050649,4,Small,red,a
20241116100050648,4,Small,red,a
20241116100050647,4,Small,red,a
20241116100050646,0,Small,red,pink
20241116100050645,0,Small,red,pink
20241116100050644,7,Big,green,a
20241116100050643,1,Small,green,a
20241116100050642,4,Small,red,a
20241116100050641,6,Big,red,a
20241116100050640,2,Small,red,a
20241116100050639,0,Small,red,pink
20241116100050638,3,Small,green,a
20241116100050637,0,Small,red,pink
20241116100050636,2,Small,red,a
20241116100050635,3,Small,green,a
20241116100050634,1,Small,green,a
20241116100050633,0,Small,red,pink
20241116100050632,1,Small,green,a
20241116100050631,0,Small,red,pink
20241116100050630,3,Small,green,a
20241116100050629,7,Big,green,a
20241116100050628,5,Big,green,pink
20241116100050627,2,Small,red,a
20241116100050616,8,Big,red,a
20241116100050615,2,Small,red,a
20241116100050614,9,Big,green,a
20241116100050613,9,Big,green,a
20241116100050612,3,Small,green,a
20241116100050611,8,Big,red,a
20241116100050610,8,Big,red,a
20241116100050609,0,Small,red,pink
20241116100050608,4,Small,red,a
20241116100050607,4,Small,red,a
20241116100050606,1,Small,green,a
20241116100050605,5,Big,green,pink
20241116100050604,4,Small,red,a
20241116100050603,2,Small,red,a
20241116100050602,7,Big,green,a
20241116100050601,6,Big,red,a
20241116100050600,3,Small,green,a
20241116100050599,3,Small,green,a
20241116100050598,9,Big,green,a
20241116100050597,8,Big,red,a
20241116100050596,4,Small,red,a
20241116100050595,3,Small,green,a
20241116100050594,6,Big,red,a
20241116100050593,5,Big,green,pink
20241116100050592,1,Small,green,a
20241116100050591,2,Small,red,a
20241116100050590,6,Big,red,a
20241116100050589,5,Big,green,pink
20241116100050588,6,Big,red,a
20241116100050587,7,Big,green,a
20241116100050586,0,Small,red,pink
20241116100050585,5,Big,green,pink
20241116100050584,1,Small,green,a
20241116100050583,0,Small,red,pink
20241116100050582,8,Big,red,a
20241116100050581,8,Big,red,a
20241116100050580,5,Big,green,pink
20241116100050579,6,Big,red,a
20241116100050578,1,Small,green,a
20241116100050577,1,Small,green,a
20241116100050576,1,Small,green,a
20241116100050575,4,Small,red,a
20241116100050574,2,Small,red,a
20241116100050573,7,Big,green,a
20241116100050572,0,Small,red,pink
20241116100050571,8,Big,red,a
20241116100050570,3,Small,green,a
20241116100050569,2,Small,red,a
20241116100050568,1,Small,green,a
20241116100050567,4,Small,red,a
20241116100050566,5,Big,green,pink
20241116100050565,1,Small,green,a
20241116100050564,5,Big,green,pink
20241116100050563,4,Small,red,a
20241116100050562,7,Big,green,a
20241116100050561,3,Small,green,a
20241116100050560,8,Big,red,a
20241116100050559,7,Big,green,a
20241116100050558,0,Small,red,pink
20241116100050557,2,Small,red,a
20241116100050556,4,Small,red,a
20241116100050555,2,Small,red,a
20241116100050554,2,Small,red,a
20241116100050553,3,Small,green,a
20241116100050552,4,Small,red,a
20241116100050551,1,Small,green,a
20241116100050550,3,Small,green,a
20241116100050549,1,Small,green,a
20241116100050548,7,Big,green,a
20241116100050547,4,Small,red,a
20241116100050546,9,Big,green,a
20241116100050545,2,Small,red,a
20241116100050544,0,Small,red,pink
20241116100050543,1,Small,green,a
20241116100050542,4,Small,red,a
20241116100050541,7,Big,green,a
20241116100050540,1,Small,green,a
20241116100050539,4,Small,red,a
20241116100050538,7,Big,green,a
20241116100050537,2,Small,red,a
20241116100050536,6,Big,red,a
20241116100050535,8,Big,red,a
20241116100050534,7,Big,green,a
20241116100050533,1,Small,green,a
20241116100050532,7,Big,green,a
20241116100050531,7,Big,green,a
20241116100050530,4,Small,red,a
20241116100050529,1,Small,green,a
20241116100050528,3,Small,green,a
20241116100050527,7,Big,green,a
20241116100050526,7,Big,green,a
20241116100050525,8,Big,red,a
20241116100050524,4,Small,red,a
20241116100050523,6,Big,red,a
20241116100050522,6,Big,red,a
20241116100050521,7,Big,green,a
20241116100050520,3,Small,green,a
20241116100050519,0,Small,red,pink
20241116100050518,1,Small,green,a
20241116100050517,7,Big,green,a
20241116100050516,5,Big,green,pink
20241116100050515,5,Big,green,pink
20241116100050514,9,Big,green,a
20241116100050513,1,Small,green,a
20241116100050512,2,Small,red,a
20241116100050511,4,Small,red,a
20241116100050510,5,Big,green,pink
20241116100050509,7,Big,green,a
20241116100050508,4,Small,red,a
20241116100050507,9,Big,green,a
20241116100050506,5,Big,green,pink
20241116100050505,8,Big,red,a
20241116100050504,9,Big,green,a
20241116100050503,3,Small,green,a
20241116100050502,2,Small,red,a
20241116100050501,3,Small,green,a
20241116100050500,4,Small,red,a
20241116100050499,6,Big,red,a
20241116100050498,1,Small,green,a
20241116100050497,0,Small,red,pink
20241116100050496,3,Small,green,a
20241116100050495,3,Small,green,a
20241116100050494,8,Big,red,a
20241116100050493,5,Big,green,pink
20241116100050492,7,Big,green,a
20241116100050491,8,Big,red,a
20241116100050490,9,Big,green,a
20241116100050489,0,Small,red,pink
20241116100050488,0,Small,red,pink
20241116100050487,0,Small,red,pink
20241116100050486,9,Big,green,a
20241116100050485,3,Small,green,a
20241116100050484,4,Small,red,a
20241116100050483,9,Big,green,a
20241116100050482,3,Small,green,a
20241116100050481,6,Big,red,a
20241116100050480,2,Small,red,a
20241116100050479,9,Big,green,a
20241116100050478,4,Small,red,a
20241116100050477,3,Small,green,a
20241116100050476,9,Big,green,a
20241116100050475,0,Small,red,pink
20241116100050474,3,Small,green,a
20241116100050473,9,Big,green,a
20241116100050472,4,Small,red,a
20241116100050471,8,Big,red,a
20241116100050470,9,Big,green,a
20241116100050469,6,Big,red,a
20241116100050468,0,Small,red,pink
20241116100050467,0,Small,red,pink
20241116100050457,2,Small,red,a
20241116100050456,9,Big,green,a
20241116100050455,0,Small,red,pink
20241116100050454,5,Big,green,pink
20241116100050453,3,Small,green,a
20241116100050452,4,Small,red,a
20241116100050451,7,Big,green,a
20241116100050450,6,Big,red,a
20241116100050449,7,Big,green,a
20241116100050448,6,Big,red,a
20241116100050466,7,Big,green,a
20241116100050465,9,Big,green,a
20241116100050464,7,Big,green,a
20241116100050463,7,Big,green,a
20241116100050462,8,Big,red,a
20241116100050461,7,Big,green,a
20241116100050460,4,Small,red,a
20241116100050459,5,Big,green,pink
20241116100050458,1,Small,green,a
20241116100050437,7,Big,green,a
20241116100050436,9,Big,green,a
20241116100050435,7,Big,green,a
20241116100050434,9,Big,green,a
20241116100050433,9,Big,green,a
20241116100050432,2,Small,red,a
20241116100050431,2,Small,red,a
20241116100050430,3,Small,green,a
20241116100050429,0,Small,red,pink
20241116100050428,6,Big,red,a
20241116100050417,7,Big,green,a
20241116100050416,4,Small,red,a
20241116100050415,3,Small,green,a
20241116100050414,4,Small,red,a
20241116100050413,5,Big,green,pink
20241116100050412,6,Big,red,a
20241116100050411,2,Small,red,a
20241116100050410,4,Small,red,a
20241116100050409,0,Small,red,pink
20241116100050408,2,Small,red,a
20241116100050407,2,Small,red,a
20241116100050406,0,Small,red,pink
20241116100050405,3,Small,green,a
20241116100050404,5,Big,green,pink
20241116100050403,6,Big,red,a
20241116100050402,4,Small,red,a
20241116100050401,9,Big,green,a
20241116100050400,1,Small,green,a
20241116100050399,4,Small,red,a
20241116100050398,4,Small,red,a
20241116100050397,9,Big,green,a
20241116100050396,1,Small,green,a
20241116100050395,2,Small,red,a
20241116100050394,9,Big,green,a
20241116100050393,9,Big,green,a
20241116100050392,0,Small,red,pink
20241116100050391,3,Small,green,a
20241116100050390,2,Small,red,a
20241116100050389,9,Big,green,a
20241116100050388,0,Small,red,pink
20241116100050387,8,Big,red,a
20241116100050386,7,Big,green,a
20241116100050385,4,Small,red,a
20241116100050384,3,Small,green,a
20241116100050383,9,Big,green,a
20241116100050382,1,Small,green,a
20241116100050381,6,Big,red,a
20241116100050380,1,Small,green,a
20241116100050379,5,Big,green,pink
20241116100050378,4,Small,red,a
20241116100050377,1,Small,green,a
20241116100050376,4,Small,red,a
20241116100050375,4,Small,red,a
20241116100050374,1,Small,green,a
20241116100050373,1,Small,green,a
20241116100050372,1,Small,green,a
20241116100050371,7,Big,green,a
20241116100050370,3,Small,green,a
20241116100050369,4,Small,red,a
20241116100050368,5,Big,green,pink
20241116100050367,8,Big,red,a
20241116100050366,2,Small,red,a
20241116100050365,5,Big,green,pink
20241116100050364,7,Big,green,a
20241116100050363,7,Big,green,a
20241116100050362,8,Big,red,a
20241116100050361,8,Big,red,a
20241116100050360,0,Small,red,pink
20241116100050359,5,Big,green,pink
20241116100050358,8,Big,red,a
20241116100050357,2,Small,red,a
20241116100050356,0,Small,red,pink
20241116100050355,4,Small,red,a
20241116100050354,4,Small,red,a
20241116100050353,8,Big,red,a
20241116100050352,3,Small,green,a
20241116100050351,0,Small,red,pink
20241116100050350,8,Big,red,a
20241116100050349,5,Big,green,pink
20241116100050348,4,Small,red,a
20241116100050337,5,Big,green,pink
20241116100050336,8,Big,red,a
20241116100050335,3,Small,green,a
20241116100050334,7,Big,green,a
20241116100050333,5,Big,green,pink
20241116100050332,6,Big,red,a
20241116100050331,1,Small,green,a
20241116100050330,8,Big,red,a
20241116100050329,3,Small,green,a
20241116100050328,9,Big,green,a
20241116100050327,1,Small,green,a
20241116100050326,7,Big,green,a
20241116100050325,7,Big,green,a
20241116100050324,9,Big,green,a
20241116100050323,8,Big,red,a
20241116100050322,0,Small,red,pink
20241116100050321,2,Small,red,a
20241116100050320,2,Small,red,a
20241116100050319,9,Big,green,a
20241116100050318,2,Small,red,a
20241116100050317,4,Small,red,a
20241116100050316,9,Big,green,a
20241116100050315,7,Big,green,a
20241116100050314,4,Small,red,a
20241116100050313,9,Big,green,a
20241116100050312,6,Big,red,a
20241116100050311,4,Small,red,a
20241116100050310,8,Big,red,a
20241116100050309,3,Small,green,a
20241116100050308,3,Small,green,a
20241116100050307,9,Big,green,a
20241116100050306,4,Small,red,a
20241116100050305,8,Big,red,a
20241116100050304,7,Big,green,a
20241116100050303,0,Small,red,pink
20241116100050302,3,Small,green,a
20241116100050301,4,Small,red,a
20241116100050300,6,Big,red,a
20241116100050299,2,Small,red,a
20241116100050298,5,Big,green,pink
